ticket_id,created_at,category,priority,status,response_time_hrs,resolution_time_hrs,agent_id,customer_rating,issue_summary,Remarks
TKT-446,2024-02-05 11:38,Technical,Critical,Resolved,2.4,60.6,AGT-04,4,Database connection timeout,
TKT-447,2024-02-13 09:51,Billing,Medium,Open,4.8,,AGT-09,,Unexpected fee on account,Investigating origin of assessed fee in billing system.
TKT-448,2024-02-18 17:30,General,Medium,Escalated,3.8,,AGT-04,,Change notification preferences,Escalated to engineering due to preference persistence bug.
TKT-449,2024-03-16 08:30,General,Medium,Resolved,1.4,6.8,AGT-02,5,Request for account deletion,
TKT-450,2024-03-07 16:00,Technical,Critical,Resolved,4.2,4.2,AGT-12,5,API timeout errors in production,
TKT-451,2024-03-01 13:22,General,Critical,Resolved,4.5,4.3,AGT-04,5,Change notification preferences,Updated email and in-app notification preferences.
TKT-452,2024-01-31 12:13,General,Low,Resolved,1.2,10.9,AGT-04,2,How to export data to CSV,Provided step-by-step instructions for CSV export.
TKT-453,2024-03-04 17:00,General,Critical,Escalated,4.8,,AGT-09,,Request for account deletion,
TKT-454,2024-03-14 12:31,General,Medium,Open,4.9,,AGT-03,,Need help with onboarding,Preparing customized onboarding resources.
TKT-455,2024-03-14 10:03,Technical,Low,Resolved,4,26.1,AGT-09,4,Dashboard not loading,Advised user to clear browser cache; dashboard verified working.
TKT-456,2024-03-30 16:29,Technical,Critical,Resolved,3.5,3.7,AGT-06,3,Mobile app crash on startup,
TKT-457,2024-02-03 11:17,Technical,Low,Resolved,4.8,22.7,AGT-08,4,Error 500 on checkout page,Patched checkout cart serialization bug.
TKT-458,2024-02-05 15:11,Technical,High,Resolved,0.8,2.1,AGT-10,3,Integration broken after version upgrade,Reconfigured integration endpoints following version release.
TKT-459,2024-02-18 11:09,General,Medium,Open,0.9,,AGT-12,,Feature request: dark mode,
TKT-460,2024-03-21 16:34,Technical,Medium,Resolved,1.7,20.9,AGT-12,1,API timeout errors in production,
TKT-461,2024-01-28 12:30,General,Low,Open,0.7,,AGT-11,,Need help with onboarding,Sent calendar invitation for onboarding walkthrough.
TKT-462,2024-03-12 12:22,Technical,Medium,Resolved,2.2,15.3,AGT-01,4,Database connection timeout,Recycled idle connections and scaled database replica.
TKT-463,2024-02-06 13:20,Billing,Critical,Escalated,2.7,,AGT-11,,Payment failed but amount deducted,
TKT-464,2024-02-06 15:40,Billing,Medium,Resolved,4.4,11.3,AGT-03,4,Wrong plan charged,Downgraded to correct plan and issued prorated refund.
TKT-465,2024-02-13 11:20,Billing,Low,Open,3.3,,AGT-06,,Wrong plan charged,Awaiting confirmation of desired subscription tier.
TKT-466,2024-02-16 17:33,Technical,High,Resolved,2.2,100.4,AGT-08,4,API timeout errors in production,
TKT-467,2024-01-14 09:04,Billing,Low,Resolved,2.8,37.7,AGT-08,2,Unexpected fee on account,One-time courtesy waiver applied for unexpected fee.
TKT-468,2024-03-24 14:19,General,Low,Resolved,1.4,9.8,AGT-04,5,Request for product documentation,Sent direct link to API documentation and user guide.
TKT-469,2024-02-11 15:29,Billing,High,Resolved,4.7,11.4,AGT-09,4,Payment failed but amount deducted,
TKT-470,2024-03-13 14:33,General,High,Resolved,3.3,6.9,AGT-11,5,Change notification preferences,
TKT-471,2024-02-03 10:19,Technical,Medium,Open,0.2,,AGT-01,,Dashboard not loading,Inspecting console error logs submitted by user.
TKT-472,2024-03-09 08:44,Technical,Low,Resolved,4.7,79,AGT-08,3,Integration broken after version upgrade,Updated authentication headers to comply with API v2 standards.
TKT-473,2024-01-25 14:56,Billing,Medium,Resolved,2.3,16.2,AGT-09,5,Subscription not activated after payment,
TKT-474,2024-03-21 11:33,Technical,Low,Resolved,4.1,36.7,AGT-10,5,SSL certificate issue,Regenerated and deployed renewed SSL certificate.
TKT-475,2024-01-24 10:18,Billing,High,Open,3.3,,AGT-02,,Unexpected fee on account,Reviewing contract pricing schedule.
TKT-476,2024-01-25 13:01,General,Medium,Resolved,0.4,4.3,AGT-03,3,Change notification preferences,
TKT-477,2024-01-12 10:00,General,Low,Resolved,1.2,25.9,AGT-08,4,Request for product documentation,Documentation link provided via email; confirmed received.
TKT-478,2024-01-19 08:17,Technical,Low,Resolved,0.5,41,AGT-07,5,System login failure after update,Cleared SSO token cache; user successfully logged in.
TKT-479,2024-02-01 14:49,Billing,Critical,Open,1.4,,AGT-08,,Subscription not activated after payment,
TKT-480,2024-01-13 16:42,Technical,High,Open,2.5,,AGT-04,,Data sync not working,
TKT-481,2024-01-06 16:33,Technical,Low,Resolved,1.4,43.1,AGT-02,5,Integration broken after version upgrade,Provided compatibility patch for third-party connector.
TKT-482,2024-02-25 13:00,Billing,Low,Resolved,4,14.7,AGT-03,5,Payment failed but amount deducted,Traced bank charge and credited balance to account.
TKT-483,2024-02-17 09:15,General,Medium,Resolved,2.6,23.3,AGT-03,5,Request for product documentation,
TKT-484,2024-01-20 16:50,Billing,Medium,Resolved,0.8,19.3,AGT-02,5,Payment failed but amount deducted,Payment captured and manually allocated to invoice.
TKT-485,2024-03-29 14:22,General,Low,Open,0.8,,AGT-12,,Change notification preferences,Testing notification delivery settings for team alias.
TKT-486,2024-02-07 16:44,General,Medium,Resolved,1.1,18.1,AGT-08,3,Feature request: dark mode,
TKT-487,2024-02-27 12:52,Billing,Medium,Resolved,2.8,13.1,AGT-05,5,Incorrect charge on invoice,Overcharge credited back to customer account.
TKT-488,2024-03-20 11:20,General,High,Escalated,0.5,,AGT-12,,How to add team members,Escalated to sales team to increase team seat limit.
TKT-489,2024-03-04 16:09,Billing,Medium,Resolved,1.6,4.1,AGT-10,4,Incorrect charge on invoice,
TKT-490,2024-01-05 11:06,Billing,Low,Resolved,1.1,21.1,AGT-08,4,Unexpected fee on account,
TKT-491,2024-03-18 09:00,Billing,Medium,Open,3.3,,AGT-04,,Refund not processed,Checking gateway status for failed refund payout.
TKT-492,2024-01-08 13:35,Technical,High,Resolved,4.7,8.8,AGT-12,5,Data sync not working,Flushed sync queue and executed full data resynchronization.
TKT-493,2024-01-10 12:04,General,Low,Resolved,4.8,27.4,AGT-04,3,Question about usage limits,
TKT-494,2024-01-23 16:47,General,Medium,Resolved,2.2,9.9,AGT-09,4,How to add team members,Provided instructions on managing workspace seats.
TKT-495,2024-01-24 16:25,Billing,Low,Resolved,1.8,23.5,AGT-09,4,Invoice not received,Sent duplicate invoice PDF to customer's alternate email.
TKT-496,2024-02-11 13:26,General,Critical,Escalated,2.3,,AGT-11,,Question about usage limits,
TKT-497,2024-02-18 16:59,General,Medium,Escalated,1.4,,AGT-12,,Change notification preferences,Escalated to engineering due to preference persistence bug.
TKT-498,2024-01-05 12:38,Technical,Low,Escalated,2.7,,AGT-01,,Data sync not working,Escalated to data integration engineering.
TKT-499,2024-01-29 11:54,Billing,Medium,Open,0.3,,AGT-06,,Unexpected fee on account,
TKT-500,2024-03-14 17:09,General,Medium,Resolved,0.4,10.1,AGT-02,4,Question about usage limits,
