ticket_id,created_at,category,priority,status,resp_time_hrs,resol_time_hrs,agent_id,cust_rating,issue_summary,remarks
TKT-387,2024-02-22 10:28,Technical,Medium,Open,2.3,5.5,AGT-03,4,Dashboard widget loading state frozen,Under active investigation by support staff.
TKT-388,2024-01-06 02:15,Technical,Low,Resolved,0.4,1.1,AGT-03,5,SSL certificate expiry warning,Patch deployed to production successfully.
TKT-389,2024-01-30 17:37,General,Medium,Resolved,0.2,6.2,AGT-10,4,Inquiry about SLA guarantees,User guided through password reset and login restored.
TKT-390,2024-01-28 20:24,General,Medium,Escalated,0.1,6.2,AGT-03,4,Inquiry about SLA guarantees,Escalated to senior engineering team due to complexity.
TKT-391,2024-02-20 12:29,Billing,High,Resolved,0.5,3.9,AGT-03,2,Refund not processed,SSO certificate renewed and tested in production.
TKT-392,2024-02-04 10:47,General,High,Resolved,1.1,5.7,AGT-03,5,Feedback on recent UI update,Invoice corrected and sent to customer email.
TKT-393,2024-01-21 16:14,Billing,Low,Open,5.0,5.7,AGT-04,5,Unrecognized charge on bank statement,Logs collected and queued for review.
TKT-394,2024-02-05 19:12,Billing,Medium,Resolved,3.3,4.7,AGT-07,3,Double billing on subscription,User guided through password reset and login restored.
TKT-395,2024-02-28 17:37,General,Critical,Escalated,0.1,4.7,AGT-07,3,Inquiry about SLA guarantees,Customer requested manager escalation.
TKT-396,2024-02-07 15:42,Billing,Critical,Resolved,1.0,58.6,AGT-04,2,Payment gateway transaction failed,Sent direct link to documentation and user guide.
TKT-397,2024-02-28 09:40,Technical,High,Resolved,1.1,3.8,AGT-10,3,SSL certificate expiry warning,Refund processed and credit memo issued.
TKT-398,2024-01-03 12:33,Technical,Critical,Resolved,2.4,5.2,AGT-01,4,SSO authentication error 500,SSO certificate renewed and tested in production.
TKT-399,2024-01-30 20:00,Technical,High,Open,1.2,5.2,AGT-06,4,Webhook notifications delayed,Logs collected and queued for review.
TKT-400,2024-02-29 05:06,Technical,Medium,Escalated,0.8,5.2,AGT-01,4,Export to CSV throwing 502 Bad Gateway,Customer requested manager escalation.
TKT-401,2024-02-11 19:19,Billing,Medium,Resolved,1.5,4.5,AGT-07,2,Double billing on subscription,Refund processed and credit memo issued.
TKT-402,2024-01-31 21:24,Technical,Medium,Resolved,0.2,1.2,AGT-07,1,API timeout in production,Patch deployed to production successfully.
TKT-403,2024-02-28 11:55,General,High,Resolved,0.2,1.7,AGT-10,4,Custom domain configuration inquiry,User guided through password reset and login restored.
TKT-404,2024-01-11 14:26,Technical,Low,Resolved,4.4,5.3,AGT-07,1,SSL certificate expiry warning,Issue verified fixed and customer confirmed resolution.
TKT-405,2024-02-10 18:30,Technical,Low,Resolved,0.1,14.2,AGT-03,5,SSL certificate expiry warning,Sent direct link to documentation and user guide.
TKT-406,2024-01-18 15:23,Technical,High,Resolved,1.3,4.4,AGT-09,4,Dashboard widget loading state frozen,Invoice corrected and sent to customer email.
TKT-407,2024-02-05 12:16,Billing,Medium,Resolved,1.4,5.1,AGT-01,2,Invoice receipt missing for tax filing,Database connection pool expanded and performance restored.
TKT-408,2024-02-26 16:56,Technical,Critical,Escalated,1.4,5.1,AGT-06,2,Dashboard widget loading state frozen,Customer requested manager escalation.
TKT-409,2024-01-12 05:13,Technical,Medium,Resolved,0.5,8.1,AGT-03,3,SSL certificate expiry warning,SSO certificate renewed and tested in production.
TKT-410,2024-02-13 23:27,Billing,Low,Resolved,1.8,4.5,AGT-10,4,Incorrect charge on invoice,User guided through password reset and login restored.
TKT-411,2024-02-20 03:35,Technical,Medium,Open,0.4,4.5,AGT-10,4,Dashboard widget loading state frozen,Awaiting customer response to troubleshooting steps.
TKT-412,2024-01-29 07:31,Technical,Low,Resolved,0.7,2.9,AGT-01,5,SSO authentication error 500,SSO certificate renewed and tested in production.
TKT-413,2024-01-19 02:02,Billing,Low,Resolved,1.2,5.9,AGT-08,3,Unrecognized charge on bank statement,Patch deployed to production successfully.
TKT-414,2024-02-27 00:34,Billing,Medium,Open,3.2,5.9,AGT-07,3,Auto-renewal cancellation request,Awaiting customer response to troubleshooting steps.
TKT-415,2024-02-05 19:56,General,Low,Escalated,4.0,5.9,AGT-02,3,Onboarding guidance for new team members,Escalated to DevOps for infrastructure investigation.
TKT-416,2024-01-17 10:27,Technical,Low,Open,3.3,5.9,AGT-10,3,Database connection pool exhausted,Logs collected and queued for review.
TKT-417,2024-01-09 13:53,General,Medium,Resolved,0.9,12.7,AGT-09,5,Onboarding guidance for new team members,Patch deployed to production successfully.
TKT-418,2024-02-09 23:17,Technical,High,Open,1.8,12.7,AGT-01,5,Webhook notifications delayed,Under active investigation by support staff.
TKT-419,2024-02-27 07:04,Technical,Low,Resolved,0.2,3.3,AGT-08,2,SSO authentication error 500,Refund processed and credit memo issued.
TKT-420,2024-02-25 14:37,General,Critical,Resolved,9.4,14.8,AGT-10,5,Feedback on recent UI update,User guided through password reset and login restored.
TKT-421,2024-01-23 07:57,Billing,Low,Open,2.3,14.8,AGT-02,5,Auto-renewal cancellation request,Assigned to L2 technical support queue.
TKT-422,2024-02-27 13:02,Technical,High,Open,0.1,14.8,AGT-06,5,Webhook notifications delayed,Logs collected and queued for review.
TKT-423,2024-01-24 10:32,General,High,Resolved,0.6,5.1,AGT-09,2,User permissions setup assistance,Invoice corrected and sent to customer email.
TKT-424,2024-02-14 18:52,Billing,Medium,Resolved,1.4,12.2,AGT-05,4,Update billing credit card info,Patch deployed to production successfully.
TKT-425,2024-01-09 03:33,General,Medium,Resolved,2.7,6.0,AGT-03,5,Feature request: Dark mode support,SSO certificate renewed and tested in production.
TKT-426,2024-01-28 07:42,Billing,Medium,Resolved,0.6,6.2,AGT-10,4,Subscription tier downgrade requested,User guided through password reset and login restored.
TKT-427,2024-02-03 12:09,Billing,High,Resolved,0.4,2.4,AGT-07,2,Auto-renewal cancellation request,User guided through password reset and login restored.
TKT-428,2024-02-24 21:00,General,Critical,Resolved,1.4,6.0,AGT-09,4,Account deletion and GDPR data wipe,Refund processed and credit memo issued.
TKT-429,2024-02-21 01:44,Technical,High,Resolved,0.3,12.7,AGT-06,4,Dashboard widget loading state frozen,SSO certificate renewed and tested in production.
TKT-430,2024-01-09 11:15,Technical,Medium,Open,0.7,12.7,AGT-05,4,Dashboard widget loading state frozen,Assigned to L2 technical support queue.
TKT-431,2024-01-15 13:06,General,Medium,Resolved,1.1,2.5,AGT-10,4,Inquiry about SLA guarantees,Database connection pool expanded and performance restored.
TKT-432,2024-02-14 14:03,Technical,Medium,Resolved,2.4,51.7,AGT-07,2,Webhook notifications delayed,SSO certificate renewed and tested in production.
TKT-433,2024-02-02 10:32,Billing,Critical,Open,4.1,51.7,AGT-03,2,Refund not processed,Logs collected and queued for review.
TKT-434,2024-01-13 15:28,Technical,Low,Open,0.2,51.7,AGT-07,2,Export to CSV throwing 502 Bad Gateway,Awaiting customer response to troubleshooting steps.
TKT-435,2024-02-26 11:53,General,Low,Open,0.7,51.7,AGT-07,2,Account deletion and GDPR data wipe,Logs collected and queued for review.
TKT-436,2024-01-18 13:18,Billing,High,Escalated,5.1,51.7,AGT-06,2,Auto-renewal cancellation request,Escalated to senior engineering team due to complexity.
TKT-437,2024-02-26 08:21,Billing,Medium,Resolved,1.3,3.6,AGT-08,5,Double billing on subscription,User guided through password reset and login restored.
TKT-438,2024-01-31 06:31,Technical,Low,Resolved,0.7,2.9,AGT-04,2,Dashboard widget loading state frozen,Refund processed and credit memo issued.
TKT-439,2024-02-08 20:15,Billing,Critical,Open,1.6,2.9,AGT-06,2,Payment gateway transaction failed,Assigned to L2 technical support queue.
TKT-440,2024-01-12 18:06,Billing,Low,Escalated,0.9,2.9,AGT-02,2,Promo code not applied at checkout,Escalated to DevOps for infrastructure investigation.
TKT-441,2024-01-12 01:57,Technical,Medium,Resolved,0.9,1.6,AGT-07,2,Dashboard widget loading state frozen,Sent direct link to documentation and user guide.
TKT-442,2024-02-21 00:01,Technical,Low,Open,0.4,1.6,AGT-06,2,Database connection pool exhausted,Logs collected and queued for review.
TKT-443,2024-02-21 10:49,General,Low,Resolved,1.1,6.5,AGT-10,4,User permissions setup assistance,Invoice corrected and sent to customer email.
TKT-444,2024-01-14 18:25,Billing,Low,Open,0.5,6.5,AGT-10,4,Subscription tier downgrade requested,Awaiting customer response to troubleshooting steps.
TKT-445,2024-01-10 12:12,Technical,Low,Resolved,1.3,3.6,AGT-02,5,SSO authentication error 500,Database connection pool expanded and performance restored.
TKT-446,2024-01-15 07:47,Technical,High,Resolved,0.6,1.9,AGT-06,5,Export to CSV throwing 502 Bad Gateway,Patch deployed to production successfully.
TKT-447,2024-01-20 02:46,Billing,Medium,Resolved,2.1,6.4,AGT-05,4,Refund not processed,User guided through password reset and login restored.
TKT-448,2024-01-24 04:39,Technical,Critical,Resolved,0.5,12.9,AGT-03,1,SSL certificate expiry warning,Sent direct link to documentation and user guide.
TKT-449,2024-01-18 06:13,Billing,High,Escalated,1.9,12.9,AGT-07,1,Invoice receipt missing for tax filing,Customer requested manager escalation.
TKT-450,2024-02-13 04:22,General,Medium,Resolved,6.6,7.2,AGT-07,1,Feature request: Dark mode support,Sent direct link to documentation and user guide.
TKT-451,2024-01-31 03:53,Technical,Medium,Resolved,1.2,10.7,AGT-01,2,Mobile app crash on iOS 17 startup,Invoice corrected and sent to customer email.
TKT-452,2024-01-05 11:38,Billing,Medium,Open,0.5,10.7,AGT-04,2,Payment gateway transaction failed,Under active investigation by support staff.
TKT-453,2024-02-26 20:33,Billing,Critical,Resolved,1.2,2.7,AGT-04,4,Refund not processed,SSO certificate renewed and tested in production.
TKT-454,2024-02-09 17:13,Billing,High,Open,2.9,2.7,AGT-08,4,Refund not processed,Logs collected and queued for review.
TKT-455,2024-02-08 03:09,Technical,Low,Resolved,0.9,35.6,AGT-06,4,SSL certificate expiry warning,Database connection pool expanded and performance restored.
TKT-456,2024-01-19 17:45,Billing,Medium,Resolved,2.9,5.0,AGT-10,2,Double billing on subscription,User guided through password reset and login restored.
TKT-457,2024-01-10 16:36,Billing,Low,Resolved,0.8,5.9,AGT-10,5,Payment gateway transaction failed,SSO certificate renewed and tested in production.
TKT-458,2024-02-17 02:55,Billing,Low,Open,2.2,5.9,AGT-01,5,Refund not processed,Awaiting customer response to troubleshooting steps.
TKT-459,2024-01-12 23:55,Technical,High,Resolved,3.2,12.1,AGT-06,4,Database connection pool exhausted,Refund processed and credit memo issued.
TKT-460,2024-02-25 13:59,Billing,Low,Resolved,1.9,2.7,AGT-09,4,Unrecognized charge on bank statement,User guided through password reset and login restored.
TKT-461,2024-02-02 18:15,Technical,Medium,Open,0.8,2.7,AGT-06,4,Database connection pool exhausted,Awaiting customer response to troubleshooting steps.
TKT-462,2024-02-17 22:46,Technical,Low,Open,2.7,2.7,AGT-06,4,Login failure after update,Assigned to L2 technical support queue.
TKT-463,2024-01-24 18:17,Billing,Medium,Open,5.3,2.7,AGT-10,4,Unrecognized charge on bank statement,Under active investigation by support staff.
TKT-464,2024-01-07 05:32,Billing,Critical,Escalated,3.4,2.7,AGT-07,4,Refund not processed,Escalated to senior engineering team due to complexity.
TKT-465,2024-01-13 14:45,Technical,Low,Open,0.2,2.7,AGT-07,4,High CPU usage on background worker,Awaiting customer response to troubleshooting steps.
TKT-466,2024-02-19 06:43,Technical,Low,Resolved,3.5,7.2,AGT-08,4,SSL certificate expiry warning,Refund processed and credit memo issued.
TKT-467,2024-02-06 14:11,Technical,Low,Resolved,1.7,14.3,AGT-01,4,Webhook notifications delayed,Sent direct link to documentation and user guide.
TKT-468,2024-02-01 22:47,Technical,Medium,Resolved,2.9,6.3,AGT-06,4,API timeout in production,Database connection pool expanded and performance restored.
TKT-469,2024-01-27 14:49,Technical,Low,Resolved,0.8,26.3,AGT-05,3,High CPU usage on background worker,Patch deployed to production successfully.
TKT-470,2024-02-08 01:52,Technical,Critical,Open,1.6,26.3,AGT-10,3,API timeout in production,Under active investigation by support staff.
TKT-471,2024-01-14 08:50,Technical,Medium,Resolved,0.8,33.6,AGT-07,1,Webhook notifications delayed,Database connection pool expanded and performance restored.
TKT-472,2024-01-27 02:53,General,High,Resolved,0.2,21.1,AGT-05,4,Custom domain configuration inquiry,SSO certificate renewed and tested in production.
TKT-473,2024-02-21 05:28,General,Low,Open,0.7,21.1,AGT-10,4,Account deletion and GDPR data wipe,Awaiting customer response to troubleshooting steps.
TKT-474,2024-02-09 01:30,Technical,Medium,Open,1.1,21.1,AGT-04,4,Webhook notifications delayed,Under active investigation by support staff.
TKT-475,2024-01-11 14:35,General,Medium,Open,0.4,21.1,AGT-10,4,Custom domain configuration inquiry,Under active investigation by support staff.
TKT-476,2024-01-25 20:35,Technical,Medium,Resolved,2.2,4.0,AGT-02,5,API timeout in production,Refund processed and credit memo issued.
TKT-477,2024-02-12 23:27,Technical,Low,Resolved,3.8,5.3,AGT-01,3,Mobile app crash on iOS 17 startup,Database connection pool expanded and performance restored.
TKT-478,2024-01-30 17:40,Technical,High,Resolved,0.2,2.1,AGT-02,3,Export to CSV throwing 502 Bad Gateway,SSO certificate renewed and tested in production.
TKT-479,2024-02-10 06:46,General,Medium,Resolved,1.5,2.4,AGT-01,5,Feedback on recent UI update,Refund processed and credit memo issued.
TKT-480,2024-02-16 17:15,Billing,Low,Open,2.2,2.4,AGT-10,5,Update billing credit card info,Assigned to L2 technical support queue.
TKT-481,2024-01-23 19:56,Technical,Low,Resolved,1.2,3.9,AGT-06,5,Export to CSV throwing 502 Bad Gateway,Patch deployed to production successfully.
TKT-482,2024-01-06 13:47,Billing,Low,Resolved,1.2,1.8,AGT-09,3,Double billing on subscription,Refund processed and credit memo issued.
TKT-483,2024-02-03 13:57,Technical,Low,Escalated,0.9,1.8,AGT-07,3,SSL certificate expiry warning,Priority escalation triggered by SLA breach threshold.
TKT-484,2024-02-13 21:05,General,Low,Resolved,0.8,6.0,AGT-04,5,Feedback on recent UI update,User guided through password reset and login restored.
TKT-485,2024-01-03 20:03,Technical,Medium,Open,0.2,6.0,AGT-03,5,API timeout in production,Assigned to L2 technical support queue.
TKT-486,2024-02-26 07:54,Technical,Medium,Resolved,0.3,4.1,AGT-06,5,API timeout in production,Patch deployed to production successfully.
TKT-487,2024-01-06 09:41,General,Medium,Resolved,0.6,8.0,AGT-05,5,Inquiry regarding API rate limits,Database connection pool expanded and performance restored.
TKT-488,2024-02-24 07:17,Technical,Medium,Resolved,1.7,18.4,AGT-06,5,SSO authentication error 500,Refund processed and credit memo issued.
TKT-489,2024-01-22 17:09,Technical,Medium,Resolved,1.2,14.7,AGT-10,1,Mobile app crash on iOS 17 startup,Sent direct link to documentation and user guide.
TKT-490,2024-02-15 15:58,Technical,Medium,Resolved,0.6,1.8,AGT-04,4,SSO authentication error 500,Refund processed and credit memo issued.
TKT-491,2024-01-30 20:12,Billing,Medium,Open,0.7,1.8,AGT-03,4,Payment gateway transaction failed,Under active investigation by support staff.
TKT-492,2024-02-28 16:01,Technical,Medium,Resolved,0.5,2.0,AGT-09,5,Webhook notifications delayed,Patch deployed to production successfully.
TKT-493,2024-01-26 15:36,General,Low,Open,4.4,2.0,AGT-10,5,Inquiry regarding API rate limits,Awaiting customer response to troubleshooting steps.
TKT-494,2024-02-12 02:06,Billing,Critical,Resolved,0.2,0.8,AGT-01,5,Update billing credit card info,User guided through password reset and login restored.
TKT-495,2024-02-28 10:06,General,Medium,Resolved,0.5,2.5,AGT-09,4,Feature request: Dark mode support,Patch deployed to production successfully.
TKT-496,2024-02-01 16:03,General,Low,Resolved,0.3,10.2,AGT-02,5,Language translation support request,SSO certificate renewed and tested in production.
TKT-497,2024-02-11 17:45,Technical,Medium,Resolved,0.6,13.0,AGT-04,3,Webhook notifications delayed,Invoice corrected and sent to customer email.
TKT-498,2024-02-22 04:48,Technical,Critical,Open,0.7,13.0,AGT-04,3,Export to CSV throwing 502 Bad Gateway,Awaiting customer response to troubleshooting steps.
TKT-499,2024-01-07 01:33,Billing,Low,Escalated,0.1,13.0,AGT-09,3,Update billing credit card info,Customer requested manager escalation.
TKT-500,2024-02-04 04:53,Technical,Medium,Open,1.5,13.0,AGT-06,3,SSL certificate expiry warning,Assigned to L2 technical support queue.
